Dataset,Model,Location id,Predicted Value
Mornings,LightGBM,4253.545454545455,707.3137045982842
Mornings,LightGBM,4353.606060606061,707.3137045982842
Mornings,LightGBM,4453.666666666667,707.3137045982842
Mornings,LightGBM,4553.727272727273,707.3137045982842
Mornings,LightGBM,4653.787878787879,707.225558697637
Mornings,LightGBM,4753.848484848485,707.225558697637
Mornings,LightGBM,4853.909090909091,707.225558697637
Mornings,LightGBM,4953.969696969697,707.225558697637
Mornings,LightGBM,5054.030303030303,707.225558697637
Mornings,LightGBM,5154.090909090909,707.1950098173086
Mornings,LightGBM,5254.151515151515,707.1950098173086
Mornings,LightGBM,5354.212121212121,707.1950098173086
Mornings,LightGBM,5454.272727272727,707.1950098173086
Mornings,LightGBM,5554.333333333333,707.0949951425351
Mornings,LightGBM,5654.39393939394,707.0949951425351
Mornings,LightGBM,5754.454545454546,707.2301330229062
Mornings,LightGBM,5854.515151515152,707.5418493615865
Mornings,LightGBM,5954.575757575758,708.9477387938971
Mornings,LightGBM,6054.636363636364,709.1783464208547
Mornings,LightGBM,6154.69696969697,709.1783464208547
Mornings,LightGBM,6254.757575757576,709.6112192908722
Mornings,LightGBM,6354.818181818182,713.5204557177774
Mornings,LightGBM,6454.878787878788,713.5204557177774
Mornings,LightGBM,6554.939393939394,713.5204557177774
Mornings,LightGBM,6655.0,713.5204557177774
Mornings,LightGBM,6755.060606060606,713.5204557177774
Mornings,LightGBM,6855.121212121212,713.5204557177774
Mornings,LightGBM,6955.181818181818,713.5204557177774
Mornings,LightGBM,7055.242424242424,713.5204557177774
Mornings,LightGBM,7155.30303030303,713.5204557177774
Mornings,LightGBM,7255.363636363636,713.3831057993832
Mornings,LightGBM,7355.424242424243,713.4047810225053
Mornings,LightGBM,7455.484848484849,713.4047810225053
Mornings,LightGBM,7555.545454545455,712.3538230568709
Mornings,LightGBM,7655.606060606061,716.5678549107662
Mornings,LightGBM,7755.666666666667,724.7010356366693
Mornings,LightGBM,7855.727272727273,724.7010356366693
Mornings,LightGBM,7955.787878787879,724.4240588334031
Mornings,LightGBM,8055.848484848485,730.3226365723802
Mornings,LightGBM,8155.909090909091,729.4423117232054
Mornings,LightGBM,8255.969696969698,729.4423117232054
Mornings,LightGBM,8356.030303030304,729.4423117232054
Mornings,LightGBM,8456.09090909091,729.4423117232054
Mornings,LightGBM,8556.151515151516,729.4423117232054
Mornings,LightGBM,8656.212121212122,729.1277343013093
Mornings,LightGBM,8756.272727272728,729.1277343013093
Mornings,LightGBM,8856.333333333334,729.1277343013093
Mornings,LightGBM,8956.39393939394,729.1277343013093
Mornings,LightGBM,9056.454545454546,729.1277343013093
Mornings,LightGBM,9156.515151515152,729.1277343013093
Mornings,LightGBM,9256.575757575758,729.1277343013093
Mornings,LightGBM,9356.636363636364,729.1277343013093
Mornings,LightGBM,9456.69696969697,729.1277343013093
Mornings,LightGBM,9556.757575757576,836.2241103925542
Mornings,LightGBM,9656.818181818182,836.2241103925542
Mornings,LightGBM,9756.878787878788,836.2241103925542
Mornings,LightGBM,9856.939393939394,832.7132520717806
Mornings,LightGBM,9957.0,832.7132520717806
Lunches,CatBoost,51.0,1074.5551671922938
Lunches,CatBoost,151.06060606060606,1074.5551671922938
Lunches,CatBoost,251.12121212121212,1075.5058806063155
Lunches,CatBoost,351.1818181818182,1075.5058806063155
Lunches,CatBoost,451.24242424242425,1075.5058806063155
Lunches,CatBoost,551.3030303030303,1076.9067106432046
Lunches,CatBoost,651.3636363636364,1076.9067106432046
Lunches,CatBoost,751.4242424242425,1076.9067106432046
Lunches,CatBoost,851.4848484848485,1076.939271828232
Lunches,CatBoost,951.5454545454545,1076.939271828232
Lunches,CatBoost,1051.6060606060605,1076.939271828232
Lunches,CatBoost,1151.6666666666667,1079.051229952227
Lunches,CatBoost,1251.7272727272727,1079.051229952227
Lunches,CatBoost,1351.7878787878788,1079.051229952227
Lunches,CatBoost,1451.848484848485,1079.051229952227
Lunches,CatBoost,1551.909090909091,1079.051229952227
Lunches,CatBoost,1651.969696969697,1087.5698376105815
Lunches,CatBoost,1752.030303030303,1087.5698376105815
Lunches,CatBoost,1852.090909090909,1087.5698376105815
Lunches,CatBoost,1952.1515151515152,1087.5698376105815
Lunches,CatBoost,2052.212121212121,1097.4998129176454
Lunches,CatBoost,2152.2727272727275,1100.4385459862556
Lunches,CatBoost,2252.3333333333335,1100.4385459862556
Lunches,CatBoost,2352.3939393939395,1104.060655975043
Lunches,CatBoost,2452.4545454545455,1104.060655975043
Lunches,CatBoost,2552.5151515151515,1104.0775666057261
Lunches,CatBoost,2652.5757575757575,1104.0775666057261
Lunches,CatBoost,2752.6363636363635,1104.0775666057261
Lunches,CatBoost,2852.69696969697,1090.7225043395774
Lunches,CatBoost,2952.757575757576,1090.7225043395774
Lunches,CatBoost,3052.818181818182,1090.7625704217094
Lunches,CatBoost,3152.878787878788,1090.7625704217094
Lunches,CatBoost,3252.939393939394,1090.6951895565524
Lunches,CatBoost,3353.0,1090.6951895565524
Lunches,CatBoost,3453.060606060606,1089.6584087757979
Lunches,CatBoost,3553.121212121212,1089.6584087757979
Lunches,CatBoost,3653.181818181818,1089.6584087757979
Lunches,CatBoost,3753.2424242424245,1089.854256865666
Lunches,CatBoost,3853.3030303030305,1089.854256865666
Lunches,CatBoost,3953.3636363636365,1089.854256865666
Lunches,CatBoost,4053.4242424242425,1089.854256865666
Lunches,CatBoost,4153.484848484849,1089.8992777487622
Lunches,CatBoost,4253.545454545455,1089.8992777487622
Lunches,CatBoost,4353.606060606061,1089.8992777487622
Lunches,CatBoost,4453.666666666667,1089.8992777487622
Lunches,CatBoost,4553.727272727273,1089.8992777487622
Lunches,CatBoost,4653.787878787879,1089.8992777487622
Lunches,CatBoost,4753.848484848485,1089.8992777487622
Lunches,CatBoost,4853.909090909091,1089.8992777487622
Lunches,CatBoost,4953.969696969697,1089.8992777487622
Lunches,CatBoost,5054.030303030303,1089.8992777487622
Lunches,CatBoost,5154.090909090909,1093.4303139717163
Lunches,CatBoost,5254.151515151515,1093.4303139717163
Lunches,CatBoost,5354.212121212121,1093.4303139717163
Lunches,CatBoost,5454.272727272727,1093.4303139717163
Lunches,CatBoost,5554.333333333333,1093.5901497546088
Lunches,CatBoost,5654.39393939394,1093.5901497546088
Lunches,CatBoost,5754.454545454546,1102.030276168493
Lunches,CatBoost,5854.515151515152,1116.241572789219
Lunches,CatBoost,5954.575757575758,1129.6145094631022
Lunches,CatBoost,6054.636363636364,1137.611521183574
Lunches,CatBoost,6154.69696969697,1137.611521183574
Lunches,CatBoost,6254.757575757576,1150.6730044633596
Lunches,CatBoost,6354.818181818182,1143.5275483327805
Lunches,CatBoost,6454.878787878788,1143.5275483327805
Lunches,CatBoost,6554.939393939394,1143.5275483327805
Lunches,CatBoost,6655.0,1143.5275483327805
Lunches,CatBoost,6755.060606060606,1143.5275483327805
Lunches,CatBoost,6855.121212121212,1143.5275483327805
Lunches,CatBoost,6955.181818181818,1143.5275483327805
Lunches,CatBoost,7055.242424242424,1143.5275483327805
Lunches,CatBoost,7155.30303030303,1143.5275483327805
Lunches,CatBoost,7255.363636363636,1143.5275483327805
Lunches,CatBoost,7355.424242424243,1143.5275483327805
Lunches,CatBoost,7455.484848484849,1143.5275483327805
Lunches,CatBoost,7555.545454545455,1147.2379982471928
Lunches,CatBoost,7655.606060606061,1148.5159472956004
Lunches,CatBoost,7755.666666666667,1148.471490109329
Lunches,CatBoost,7855.727272727273,1148.471490109329
Lunches,CatBoost,7955.787878787879,1161.1025322709756
Lunches,CatBoost,8055.848484848485,1161.1025322709756
Lunches,CatBoost,8155.909090909091,1161.1025322709756
Lunches,CatBoost,8255.969696969698,1161.1025322709756
Lunches,CatBoost,8356.030303030304,1161.1025322709756
Lunches,CatBoost,8456.09090909091,1161.1025322709756
Lunches,CatBoost,8556.151515151516,1161.1025322709756
Lunches,CatBoost,8656.212121212122,1161.1025322709756
Lunches,CatBoost,8756.272727272728,1161.1025322709756
Lunches,CatBoost,8856.333333333334,1161.1025322709756
Lunches,CatBoost,8956.39393939394,1161.1025322709756
Lunches,CatBoost,9056.454545454546,1161.1025322709756
Lunches,CatBoost,9156.515151515152,1161.1025322709756
Lunches,CatBoost,9256.575757575758,1161.1025322709756
Lunches,CatBoost,9356.636363636364,1165.338465431291
Lunches,CatBoost,9456.69696969697,1165.338465431291
Lunches,CatBoost,9556.757575757576,1166.3767788687194
Lunches,CatBoost,9656.818181818182,1166.3767788687194
Lunches,CatBoost,9756.878787878788,1166.3767788687194
Lunches,CatBoost,9856.939393939394,1166.3767788687194
Lunches,CatBoost,9957.0,1166.3767788687194
Lunches,LightGBM,51.0,1111.3748424384742
Lunches,LightGBM,151.06060606060606,1111.3748424384742
Lunches,LightGBM,251.12121212121212,1111.3748424384742
Lunches,LightGBM,351.1818181818182,1111.3748424384742
Lunches,LightGBM,451.24242424242425,1111.3748424384742
Lunches,LightGBM,551.3030303030303,1104.7773170311052
Lunches,LightGBM,651.3636363636364,1104.7235998184087
Lunches,LightGBM,751.4242424242425,1104.7235998184087
Lunches,LightGBM,851.4848484848485,1104.7518759466816
Lunches,LightGBM,951.5454545454545,1104.7518759466816
Lunches,LightGBM,1051.6060606060605,1104.7518759466816
Lunches,LightGBM,1151.6666666666667,1106.3212054116377
Lunches,LightGBM,1251.7272727272727,1106.3212054116377
Lunches,LightGBM,1351.7878787878788,1106.3212054116377
Lunches,LightGBM,1451.848484848485,1106.3212054116377
Lunches,LightGBM,1551.909090909091,1106.3212054116377
Lunches,LightGBM,1651.969696969697,1106.3212054116377
Lunches,LightGBM,1752.030303030303,1106.3212054116377
Lunches,LightGBM,1852.090909090909,1106.3488951206898
Lunches,LightGBM,1952.1515151515152,1106.3488951206898
Lunches,LightGBM,2052.212121212121,1107.8548290946746
Lunches,LightGBM,2152.2727272727275,1110.1012063770233
Lunches,LightGBM,2252.3333333333335,1110.298582476287
Lunches,LightGBM,2352.3939393939395,1110.554657984481
Lunches,LightGBM,2452.4545454545455,1110.554657984481
Lunches,LightGBM,2552.5151515151515,1110.5432482071103
Lunches,LightGBM,2652.5757575757575,1110.5432482071103
Lunches,LightGBM,2752.6363636363635,1110.5030154106084
Lunches,LightGBM,2852.69696969697,1112.6412674137662
Lunches,LightGBM,2952.757575757576,1112.6412674137662
Lunches,LightGBM,3052.818181818182,1112.6412674137662
Lunches,LightGBM,3152.878787878788,1112.6412674137662
Lunches,LightGBM,3252.939393939394,1112.505451699016
Lunches,LightGBM,3353.0,1112.505451699016
Lunches,LightGBM,3453.060606060606,1112.7058829512491
Lunches,LightGBM,3553.121212121212,1112.7058829512491
Lunches,LightGBM,3653.181818181818,1112.7559496504632
Lunches,LightGBM,3753.2424242424245,1112.7319802916586
Lunches,LightGBM,3853.3030303030305,1112.7319802916586
Lunches,LightGBM,3953.3636363636365,1112.7319802916586
Lunches,LightGBM,4053.4242424242425,1112.7319802916586
Lunches,LightGBM,4153.484848484849,1112.7190521539956
Lunches,LightGBM,4253.545454545455,1112.7190521539956
Lunches,LightGBM,4353.606060606061,1112.7190521539956
Lunches,LightGBM,4453.666666666667,1112.7190521539956
Lunches,LightGBM,4553.727272727273,1112.7190521539956
Lunches,LightGBM,4653.787878787879,1093.5266576468505
Lunches,LightGBM,4753.848484848485,1093.5266576468505
Lunches,LightGBM,4853.909090909091,1093.5266576468505
Lunches,LightGBM,4953.969696969697,1093.5266576468505
Lunches,LightGBM,5054.030303030303,1093.5266576468505
Lunches,LightGBM,5154.090909090909,1093.048023663244
Lunches,LightGBM,5254.151515151515,1093.048023663244
Lunches,LightGBM,5354.212121212121,1093.048023663244
Lunches,LightGBM,5454.272727272727,1093.048023663244
Lunches,LightGBM,5554.333333333333,1093.048023663244
Lunches,LightGBM,5654.39393939394,1093.048023663244
Lunches,LightGBM,5754.454545454546,1093.048023663244
Lunches,LightGBM,5854.515151515152,1093.0389415024754
Lunches,LightGBM,5954.575757575758,1093.4551167960549
Lunches,LightGBM,6054.636363636364,1093.4551167960549
Lunches,LightGBM,6154.69696969697,1093.4551167960549
Lunches,LightGBM,6254.757575757576,1093.9628422348776
Lunches,LightGBM,6354.818181818182,1098.3321132148253
Lunches,LightGBM,6454.878787878788,1098.3321132148253
Lunches,LightGBM,6554.939393939394,1098.3321132148253
Lunches,LightGBM,6655.0,1098.3321132148253
Lunches,LightGBM,6755.060606060606,1098.3111828184587
Lunches,LightGBM,6855.121212121212,1098.3111828184587
Lunches,LightGBM,6955.181818181818,1098.3111828184587
Lunches,LightGBM,7055.242424242424,1098.3111828184587
Lunches,LightGBM,7155.30303030303,1098.3111828184587
Lunches,LightGBM,7255.363636363636,1098.308312112272
Lunches,LightGBM,7355.424242424243,1098.308312112272
Lunches,LightGBM,7455.484848484849,1098.308312112272
Lunches,LightGBM,7555.545454545455,1098.308312112272
Lunches,LightGBM,7655.606060606061,1100.338392669851
Lunches,LightGBM,7755.666666666667,1101.507583412239
Lunches,LightGBM,7855.727272727273,1101.507583412239
Lunches,LightGBM,7955.787878787879,1101.4282566805466
Lunches,LightGBM,8055.848484848485,1105.7503815825864
Lunches,LightGBM,8155.909090909091,1106.5542692659208
Lunches,LightGBM,8255.969696969698,1106.5542692659208
Lunches,LightGBM,8356.030303030304,1106.5542692659208
Lunches,LightGBM,8456.09090909091,1106.5542692659208
Lunches,LightGBM,8556.151515151516,1106.5542692659208
Lunches,LightGBM,8656.212121212122,1106.3824395258775
Lunches,LightGBM,8756.272727272728,1106.3824395258775
Lunches,LightGBM,8856.333333333334,1106.3824395258775
Lunches,LightGBM,8956.39393939394,1106.3824395258775
Lunches,LightGBM,9056.454545454546,1106.3824395258775
Lunches,LightGBM,9156.515151515152,1106.3824395258775
Lunches,LightGBM,9256.575757575758,1106.3824395258775
Lunches,LightGBM,9356.636363636364,1106.1486672217065
Lunches,LightGBM,9456.69696969697,1106.1486672217065
Lunches,LightGBM,9556.757575757576,1106.2537540745598
Lunches,LightGBM,9656.818181818182,1106.2537540745598
Lunches,LightGBM,9756.878787878788,1106.2537540745598
Lunches,LightGBM,9856.939393939394,1106.2537540745598
Lunches,LightGBM,9957.0,1106.2537540745598
Lunches,XGBoost,51.0,1108.930419921875
Lunches,XGBoost,151.06060606060606,1108.930419921875
Lunches,XGBoost,251.12121212121212,1108.930419921875
Lunches,XGBoost,351.1818181818182,1109.026123046875
Lunches,XGBoost,451.24242424242425,1109.026123046875
Lunches,XGBoost,551.3030303030303,1108.3656005859375
Lunches,XGBoost,651.3636363636364,1108.3656005859375
Lunches,XGBoost,751.4242424242425,1108.3656005859375
Lunches,XGBoost,851.4848484848485,1108.3656005859375
Lunches,XGBoost,951.5454545454545,1108.3656005859375
Lunches,XGBoost,1051.6060606060605,1108.4005126953125
Lunches,XGBoost,1151.6666666666667,1108.4005126953125
Lunches,XGBoost,1251.7272727272727,1108.4005126953125
Lunches,XGBoost,1351.7878787878788,1108.4005126953125
Lunches,XGBoost,1451.848484848485,1108.4005126953125
Lunches,XGBoost,1551.909090909091,1108.361083984375
Lunches,XGBoost,1651.969696969697,1108.361083984375
Lunches,XGBoost,1752.030303030303,1109.4036865234375
Lunches,XGBoost,1852.090909090909,1109.406494140625
Lunches,XGBoost,1952.1515151515152,1109.406494140625
Lunches,XGBoost,2052.212121212121,1109.406494140625
Lunches,XGBoost,2152.2727272727275,1108.9881591796875
Lunches,XGBoost,2252.3333333333335,1109.0687255859375
Lunches,XGBoost,2352.3939393939395,1109.0738525390625
Lunches,XGBoost,2452.4545454545455,1109.6029052734375
Lunches,XGBoost,2552.5151515151515,1109.6029052734375
Lunches,XGBoost,2652.5757575757575,1109.6029052734375
Lunches,XGBoost,2752.6363636363635,1109.6029052734375
Lunches,XGBoost,2852.69696969697,1112.369873046875
Lunches,XGBoost,2952.757575757576,1112.369873046875
Lunches,XGBoost,3052.818181818182,1112.369873046875
Lunches,XGBoost,3152.878787878788,1112.3470458984375
Lunches,XGBoost,3252.939393939394,1112.3470458984375
Lunches,XGBoost,3353.0,1112.3470458984375
Lunches,XGBoost,3453.060606060606,1112.3470458984375
Lunches,XGBoost,3553.121212121212,1112.5633544921875
Lunches,XGBoost,3653.181818181818,1112.5283203125
Lunches,XGBoost,3753.2424242424245,1112.5283203125
Lunches,XGBoost,3853.3030303030305,1112.5504150390625
Lunches,XGBoost,3953.3636363636365,1112.5504150390625
Lunches,XGBoost,4053.4242424242425,1112.5504150390625
Lunches,XGBoost,4153.484848484849,1112.5504150390625
Lunches,XGBoost,4253.545454545455,1112.5504150390625
Lunches,XGBoost,4353.606060606061,1112.5504150390625
Lunches,XGBoost,4453.666666666667,1106.268798828125
Lunches,XGBoost,4553.727272727273,1106.268798828125
Lunches,XGBoost,4653.787878787879,1106.268798828125
Lunches,XGBoost,4753.848484848485,1106.268798828125
Lunches,XGBoost,4853.909090909091,1092.0169677734375
Lunches,XGBoost,4953.969696969697,1092.0169677734375
Lunches,XGBoost,5054.030303030303,1092.0169677734375
Lunches,XGBoost,5154.090909090909,1092.0169677734375
Lunches,XGBoost,5254.151515151515,1092.0169677734375
Lunches,XGBoost,5354.212121212121,1092.0169677734375
Lunches,XGBoost,5454.272727272727,1092.0169677734375
Lunches,XGBoost,5554.333333333333,1092.5799560546875
Lunches,XGBoost,5654.39393939394,1092.5799560546875
Lunches,XGBoost,5754.454545454546,1092.5799560546875
Lunches,XGBoost,5854.515151515152,1092.631103515625
Lunches,XGBoost,5954.575757575758,1090.727783203125
Lunches,XGBoost,6054.636363636364,1090.727783203125
Lunches,XGBoost,6154.69696969697,1090.7177734375
Lunches,XGBoost,6254.757575757576,1090.7177734375
Lunches,XGBoost,6354.818181818182,1090.7586669921875
Lunches,XGBoost,6454.878787878788,1090.7586669921875
Lunches,XGBoost,6554.939393939394,1090.7586669921875
Lunches,XGBoost,6655.0,1090.7586669921875
Lunches,XGBoost,6755.060606060606,1090.7586669921875
Lunches,XGBoost,6855.121212121212,1090.7586669921875
Lunches,XGBoost,6955.181818181818,1090.7586669921875
Lunches,XGBoost,7055.242424242424,1090.7586669921875
Lunches,XGBoost,7155.30303030303,1090.7586669921875
Lunches,XGBoost,7255.363636363636,1090.7047119140625
Lunches,XGBoost,7355.424242424243,1090.96728515625
Lunches,XGBoost,7455.484848484849,1090.96728515625
Lunches,XGBoost,7555.545454545455,1090.96728515625
Lunches,XGBoost,7655.606060606061,1122.55517578125
Lunches,XGBoost,7755.666666666667,1122.55517578125
Lunches,XGBoost,7855.727272727273,1122.551513671875
Lunches,XGBoost,7955.787878787879,1121.422607421875
Lunches,XGBoost,8055.848484848485,1122.4295654296875
Lunches,XGBoost,8155.909090909091,1122.4295654296875
Lunches,XGBoost,8255.969696969698,1122.4295654296875
Lunches,XGBoost,8356.030303030304,1122.4295654296875
Lunches,XGBoost,8456.09090909091,1122.4295654296875
Lunches,XGBoost,8556.151515151516,1122.4295654296875
Lunches,XGBoost,8656.212121212122,1122.4295654296875
Lunches,XGBoost,8756.272727272728,1122.4295654296875
Lunches,XGBoost,8856.333333333334,1122.4295654296875
Lunches,XGBoost,8956.39393939394,1122.4295654296875
Lunches,XGBoost,9056.454545454546,1122.4295654296875
Lunches,XGBoost,9156.515151515152,1122.4295654296875
Lunches,XGBoost,9256.575757575758,1122.4295654296875
Lunches,XGBoost,9356.636363636364,1122.4295654296875
Lunches,XGBoost,9456.69696969697,1122.464599609375
Lunches,XGBoost,9556.757575757576,1122.464599609375
Lunches,XGBoost,9656.818181818182,1122.464599609375
Lunches,XGBoost,9756.878787878788,1122.464599609375
Lunches,XGBoost,9856.939393939394,1122.464599609375
Lunches,XGBoost,9957.0,1122.464599609375
Afternoons,CatBoost,51.0,1189.574733559882
Afternoons,CatBoost,151.06060606060606,1189.574733559882
Afternoons,CatBoost,251.12121212121212,1189.574733559882
Afternoons,CatBoost,351.1818181818182,1189.574733559882
Afternoons,CatBoost,451.24242424242425,1189.574733559882
Afternoons,CatBoost,551.3030303030303,1189.6143460336475
Afternoons,CatBoost,651.3636363636364,1189.6143460336475
Afternoons,CatBoost,751.4242424242425,1189.6143460336475
Afternoons,CatBoost,851.4848484848485,1189.6143460336475
Afternoons,CatBoost,951.5454545454545,1189.6143460336475
Afternoons,CatBoost,1051.6060606060605,1189.6143460336475
Afternoons,CatBoost,1151.6666666666667,1189.6143460336475
Afternoons,CatBoost,1251.7272727272727,1189.6143460336475
Afternoons,CatBoost,1351.7878787878788,1189.6143460336475
Afternoons,CatBoost,1451.848484848485,1189.6143460336475
Afternoons,CatBoost,1551.909090909091,1189.6143460336475
Afternoons,CatBoost,1651.969696969697,1195.186006342051
Afternoons,CatBoost,1752.030303030303,1195.186006342051
Afternoons,CatBoost,1852.090909090909,1195.186006342051
Afternoons,CatBoost,1952.1515151515152,1195.186006342051
Afternoons,CatBoost,2052.212121212121,1206.9248753261334
Afternoons,CatBoost,2152.2727272727275,1206.9248753261334
Afternoons,CatBoost,2252.3333333333335,1206.7478764603927
Afternoons,CatBoost,2352.3939393939395,1208.746764205963
Afternoons,CatBoost,2452.4545454545455,1208.746764205963
Afternoons,CatBoost,2552.5151515151515,1208.746764205963
Afternoons,CatBoost,2652.5757575757575,1208.746764205963
Afternoons,CatBoost,2752.6363636363635,1208.8386251179948
Afternoons,CatBoost,2852.69696969697,1208.7245911272792
Afternoons,CatBoost,2952.757575757576,1208.7245911272792
Afternoons,CatBoost,3052.818181818182,1208.7245911272792
Afternoons,CatBoost,3152.878787878788,1208.7245911272792
Afternoons,CatBoost,3252.939393939394,1208.761251142352
Afternoons,CatBoost,3353.0,1208.761251142352
Afternoons,CatBoost,3453.060606060606,1208.519675394332
Afternoons,CatBoost,3553.121212121212,1208.519675394332
Afternoons,CatBoost,3653.181818181818,1206.2982909668426
Afternoons,CatBoost,3753.2424242424245,1205.7381218594346
Afternoons,CatBoost,3853.3030303030305,1205.7381218594346
Afternoons,CatBoost,3953.3636363636365,1205.7381218594346
Afternoons,CatBoost,4053.4242424242425,1205.7381218594346
Afternoons,CatBoost,4153.484848484849,1205.7381218594346
Afternoons,CatBoost,4253.545454545455,1205.7381218594346
Afternoons,CatBoost,4353.606060606061,1205.7381218594346
Afternoons,CatBoost,4453.666666666667,1205.7381218594346
Afternoons,CatBoost,4553.727272727273,1205.7381218594346
Afternoons,CatBoost,4653.787878787879,1205.7381218594346
Afternoons,CatBoost,4753.848484848485,1205.7381218594346
Afternoons,CatBoost,4853.909090909091,1205.7381218594346
Afternoons,CatBoost,4953.969696969697,1205.7381218594346
Afternoons,CatBoost,5054.030303030303,1205.7381218594346
Afternoons,CatBoost,5154.090909090909,1202.982139818248
Afternoons,CatBoost,5254.151515151515,1202.982139818248
Afternoons,CatBoost,5354.212121212121,1202.982139818248
Afternoons,CatBoost,5454.272727272727,1202.982139818248
Afternoons,CatBoost,5554.333333333333,1196.3714554999403
Afternoons,CatBoost,5654.39393939394,1196.3714554999403
Afternoons,CatBoost,5754.454545454546,1197.053408657725
Afternoons,CatBoost,5854.515151515152,1197.053408657725
Afternoons,CatBoost,5954.575757575758,1212.7049477987914
Afternoons,CatBoost,6054.636363636364,1212.7049477987914
Afternoons,CatBoost,6154.69696969697,1212.7049477987914
Afternoons,CatBoost,6254.757575757576,1213.0302451112198
Afternoons,CatBoost,6354.818181818182,1215.2429260043032
Afternoons,CatBoost,6454.878787878788,1215.2429260043032
Afternoons,CatBoost,6554.939393939394,1215.2429260043032
Afternoons,CatBoost,6655.0,1215.2429260043032
Afternoons,CatBoost,6755.060606060606,1214.8957902527854
Afternoons,CatBoost,6855.121212121212,1214.8957902527854
Afternoons,CatBoost,6955.181818181818,1214.8957902527854
Afternoons,CatBoost,7055.242424242424,1214.8957902527854
Afternoons,CatBoost,7155.30303030303,1214.8957902527854
Afternoons,CatBoost,7255.363636363636,1216.1921666707403
Afternoons,CatBoost,7355.424242424243,1216.1921666707403
Afternoons,CatBoost,7455.484848484849,1216.1921666707403
Afternoons,CatBoost,7555.545454545455,1216.1921666707403
Afternoons,CatBoost,7655.606060606061,1222.720796060031
Afternoons,CatBoost,7755.666666666667,1222.4552523584866
Afternoons,CatBoost,7855.727272727273,1222.4552523584866
Afternoons,CatBoost,7955.787878787879,1222.4552523584866
Afternoons,CatBoost,8055.848484848485,1222.6147079032564
Afternoons,CatBoost,8155.909090909091,1221.601589158728
Afternoons,CatBoost,8255.969696969698,1221.601589158728
Afternoons,CatBoost,8356.030303030304,1221.601589158728
Afternoons,CatBoost,8456.09090909091,1221.601589158728
Afternoons,CatBoost,8556.151515151516,1221.601589158728
Afternoons,CatBoost,8656.212121212122,1221.7459046837575
Afternoons,CatBoost,8756.272727272728,1221.7459046837575
Afternoons,CatBoost,8856.333333333334,1221.7459046837575
Afternoons,CatBoost,8956.39393939394,1221.7459046837575
Afternoons,CatBoost,9056.454545454546,1221.7459046837575
Afternoons,CatBoost,9156.515151515152,1221.7459046837575
Afternoons,CatBoost,9256.575757575758,1221.7459046837575
Afternoons,CatBoost,9356.636363636364,1222.284926852192
Afternoons,CatBoost,9456.69696969697,1222.284926852192
Afternoons,CatBoost,9556.757575757576,1223.350372197014
Afternoons,CatBoost,9656.818181818182,1223.350372197014
Afternoons,CatBoost,9756.878787878788,1223.350372197014
Afternoons,CatBoost,9856.939393939394,1223.350372197014
Afternoons,CatBoost,9957.0,1223.350372197014
Afternoons,LightGBM,51.0,1239.2393117919034
Afternoons,LightGBM,151.06060606060606,1239.2393117919034
